Usage ID,Subscription ID,Account ID,Usage Date,Usage Month,Feature Name,Usage Count,Usage Duration Secs,Error Count,Is Beta Feature
U-fbcd8a,S-4cff80,A-f97b9a,2024-11-21,2024-11-01,feature_18,9,4455,0,False
U-341766,S-0aba5b,A-180abf,2024-12-17,2024-12-01,feature_37,10,1870,0,False
U-7e0f71,S-ea3c2c,A-d792a6,2023-12-15,2023-12-01,feature_14,7,2884,2,False
U-a82a9d,S-5eeb46,A-37f969,2024-12-25,2024-12-01,feature_18,10,1460,0,False
U-45cc07,S-cb100e,A-ff79f2,2024-11-19,2024-11-01,feature_16,3,1767,1,False
U-78833c,S-8fd98a,A-f19409,2024-06-24,2024-06-01,feature_22,13,2535,0,False
U-d9ff7a,S-101201,A-d49cc5,2024-08-05,2024-08-01,feature_7,11,6226,0,False
U-a8c3ca,S-409beb,A-7988d1,2024-05-14,2024-05-01,feature_1,5,850,1,False
U-58a880,S-9dfce0,A-e6afc1,2024-09-14,2024-09-01,feature_30,4,80,0,False
U-7a0595,S-86fd71,A-0651a4,2024-12-03,2024-12-01,feature_21,12,1008,0,False
U-d02dda,S-83e7bb,A-781cc0,2024-10-24,2024-10-01,feature_16,16,7728,0,False
U-3d4942,S-d9659f,A-aa9511,2024-12-09,2024-12-01,feature_20,13,2158,0,False
U-bcbd5a,S-02af5d,A-d82ef9,2024-08-30,2024-08-01,feature_40,7,245,0,False
U-ce0752,S-d85c2f,A-e6afc1,2024-10-19,2024-10-01,feature_20,7,4109,0,True
U-308c3b,S-a0a358,A-af0cd2,2024-10-17,2024-10-01,feature_22,17,3485,0,False
U-c18a77,S-140813,A-2b9d3e,2024-03-18,2024-03-01,feature_32,6,570,0,False
U-3be4e7,S-aef80b,A-ccabf0,2024-02-15,2024-02-01,feature_20,8,3464,3,False
U-a09a37,S-5c2991,A-94c3cd,2024-09-01,2024-09-01,feature_29,10,5860,0,False
U-21fb51,S-6d6ab6,A-54d94a,2024-12-30,2024-12-01,feature_17,12,5052,0,False
U-489619,S-0f6f44,A-9b9fe9,2024-11-30,2024-11-01,feature_25,8,2448,3,False
U-cc7c2f,S-b9fc6c,A-2ebb4b,2024-03-19,2024-03-01,feature_19,9,855,1,False
U-7006b4,S-dd1d46,A-72799b,2024-02-01,2024-02-01,feature_32,7,3031,2,False
U-3e76e8,S-410fd5,A-a1b80b,2024-11-05,2024-11-01,feature_20,10,4040,0,False
U-1ee335,S-a25d8b,A-40a557,2024-10-06,2024-10-01,feature_12,10,4000,0,False
U-9d3abe,S-a0f3f7,A-c37cab,2024-09-09,2024-09-01,feature_37,7,2793,1,False
U-ae98a3,S-92f228,A-779e4e,2023-07-08,2023-07-01,feature_11,14,7252,0,False
U-f30c64,S-c87692,A-dcc2f0,2024-10-02,2024-10-01,feature_24,13,7696,0,False
U-92e344,S-691d69,A-cea1f0,2024-12-20,2024-12-01,feature_7,9,1323,0,False
U-9d0a26,S-e22519,A-f44180,2024-10-03,2024-10-01,feature_10,12,492,0,False
U-753732,S-be42e1,A-9f2731,2024-11-08,2024-11-01,feature_30,10,1660,0,False
U-87dc50,S-c6acda,A-1e1b80,2024-11-23,2024-11-01,feature_36,10,3100,0,False
U-10ed36,S-477506,A-f03140,2024-04-10,2024-04-01,feature_18,6,3540,0,False
U-3a9ef7,S-8bb388,A-883b7d,2024-08-29,2024-08-01,feature_14,6,2538,2,False
U-29ac2f,S-552434,A-7f4db3,2024-08-29,2024-08-01,feature_1,13,1352,0,False
U-9a3ccd,S-a6e444,A-81edc3,2024-12-10,2024-12-01,feature_16,13,4537,0,False
U-7bb0a2,S-0e43ad,A-cc8c8f,2024-08-20,2024-08-01,feature_12,12,5748,2,False
U-5a3ed4,S-2843fe,A-089363,2024-10-10,2024-10-01,feature_36,11,6314,1,True
U-3ef0ff,S-df262a,A-43a9e3,2024-04-24,2024-04-01,feature_33,8,3800,3,True
U-f71976,S-8b9889,A-ac9111,2024-10-25,2024-10-01,feature_17,8,3920,2,False
U-fa488b,S-8d122e,A-e6afc1,2024-11-13,2024-11-01,feature_6,7,1449,0,False
U-88f1be,S-af4e84,A-798a3f,2024-02-04,2024-02-01,feature_5,7,3451,0,False
U-ed6e33,S-9b493e,A-5b051a,2024-12-07,2024-12-01,feature_35,6,858,0,False
U-804091,S-6f398a,A-8ed5dd,2023-12-01,2023-12-01,feature_24,10,4550,0,False
U-c2a4cc,S-f89d8c,A-88c6ca,2024-12-25,2024-12-01,feature_38,10,810,0,True
U-bfcd1d,S-62f048,A-c45b23,2024-05-03,2024-05-01,feature_11,15,3045,0,False
U-385766,S-412125,A-1b9609,2024-01-20,2024-01-01,feature_16,11,4983,0,True
U-fa0e19,S-2fed82,A-5b4ebb,2024-08-12,2024-08-01,feature_14,5,1795,0,False
U-265bfd,S-02af5d,A-d82ef9,2024-12-10,2024-12-01,feature_22,13,7072,0,False
U-9ac108,S-c419d6,A-6e08f3,2024-09-09,2024-09-01,feature_32,8,4464,2,False
U-cc4a7d,S-b3613a,A-7641d3,2024-11-08,2024-11-01,feature_2,14,1582,0,False
U-efa440,S-fa9b43,A-10b8f2,2024-07-15,2024-07-01,feature_32,10,430,0,True
U-08dadd,S-523cce,A-1b9609,2024-11-20,2024-11-01,feature_12,7,2786,0,False
U-33b842,S-979365,A-bb2f49,2024-01-02,2024-01-01,feature_18,10,5580,0,False
U-2103bb,S-ae3270,A-fdfc91,2024-01-06,2024-01-01,feature_3,10,5510,0,False
U-84f18c,S-dd5a4c,A-716841,2024-06-29,2024-06-01,feature_25,13,5941,0,False
U-4ed506,S-b93c11,A-9f9299,2024-08-28,2024-08-01,feature_24,9,270,0,False
U-fe7d24,S-5ddeef,A-712f1c,2024-11-10,2024-11-01,feature_5,7,2261,0,False
U-73ee3f,S-ad3ef7,A-35083d,2024-05-01,2024-05-01,feature_35,15,6780,0,True
U-4ebd50,S-434140,A-075038,2024-08-09,2024-08-01,feature_40,8,656,2,False
U-bb2ca2,S-73cd99,A-726cfa,2024-09-17,2024-09-01,feature_33,11,3190,4,False
U-baad8f,S-249448,A-dbc825,2024-08-27,2024-08-01,feature_22,17,6579,0,False
U-66e066,S-45c47e,A-d792a6,2024-01-27,2024-01-01,feature_16,9,423,1,True
U-c047bb,S-8923b3,A-157070,2024-11-12,2024-11-01,feature_30,10,1940,0,False
U-4c5133,S-da0a69,A-49b828,2024-11-18,2024-11-01,feature_14,14,2254,0,False
U-4fe3cf,S-dbde43,A-54d94a,2024-03-04,2024-03-01,feature_36,9,4725,0,False
U-6ed5a8,S-d80516,A-f19409,2024-10-30,2024-10-01,feature_40,14,8078,0,True
U-9ae706,S-d0f5fb,A-39868b,2024-11-11,2024-11-01,feature_21,6,2916,0,False
U-0282eb,S-7820a5,A-019782,2023-08-27,2023-08-01,feature_6,21,2940,1,False
U-4ec148,S-61afee,A-7df7a7,2024-09-30,2024-09-01,feature_4,6,3294,0,False
U-186ce0,S-3d0aa6,A-81edc3,2024-11-07,2024-11-01,feature_33,19,8398,1,False
U-2eba75,S-3ec165,A-019782,2023-11-12,2023-11-01,feature_5,11,1551,0,False
U-a5ba0c,S-7070de,A-bcbe98,2024-10-30,2024-10-01,feature_6,10,5170,0,False
U-604e1d,S-b2409c,A-dcc2f0,2024-08-14,2024-08-01,feature_30,14,4592,0,False
U-07cf57,S-dcbf45,A-0f3e88,2024-02-06,2024-02-01,feature_40,15,8130,2,False
U-e5ff96,S-a0d68d,A-c58f49,2024-12-01,2024-12-01,feature_18,6,888,0,False
U-431fd3,S-07abdd,A-f19409,2024-08-16,2024-08-01,feature_12,13,6162,0,False
U-1b84f8,S-4040a9,A-6f50ae,2024-08-22,2024-08-01,feature_16,8,4680,0,False
U-add21d,S-4bb483,A-9f9299,2024-10-22,2024-10-01,feature_33,10,3670,0,False
U-5a4f34,S-e23fd8,A-cc98bc,2023-07-30,2023-07-01,feature_12,9,1503,0,True
U-f21eca,S-1862f2,A-098560,2024-10-13,2024-10-01,feature_15,18,1512,0,True
U-325d49,S-abddce,A-7d514c,2024-07-11,2024-07-01,feature_23,14,3752,3,False
U-e1c5ae,S-00fcc5,A-40de06,2024-07-04,2024-07-01,feature_12,11,924,1,False
U-d573ea,S-db7a77,A-7df7a7,2024-09-20,2024-09-01,feature_34,7,1435,1,False
U-ba543b,S-c38acd,A-726cfa,2024-12-06,2024-12-01,feature_14,14,364,2,False
U-1017f2,S-e7e4bd,A-1f0ac7,2024-12-11,2024-12-01,feature_27,6,3264,1,False
U-1f183a,S-5fb9ab,A-7f6b86,2024-12-26,2024-12-01,feature_7,8,136,0,True
U-bf13f5,S-2fed82,A-5b4ebb,2024-11-26,2024-11-01,feature_23,9,4680,0,False
U-499b31,S-03a5b0,A-068fc6,2024-12-12,2024-12-01,feature_31,12,4356,0,False
U-0af42f,S-8bac4e,A-558c72,2024-07-16,2024-07-01,feature_29,6,1026,0,False
U-22b6d6,S-f57b2b,A-20736a,2024-05-20,2024-05-01,feature_3,9,3528,0,False
U-fee778,S-f6b264,A-4a4c2d,2024-07-30,2024-07-01,feature_26,10,2780,0,False
U-e4b319,S-d01053,A-779e4e,2024-07-04,2024-07-01,feature_9,13,2444,0,False
U-286420,S-474b5a,A-05d3b3,2024-05-13,2024-05-01,feature_13,11,6446,0,False
U-b24c2a,S-a245f6,A-86902e,2024-02-17,2024-02-01,feature_33,9,4932,0,False
U-c315e8,S-9871f4,A-8e47ca,2024-04-19,2024-04-01,feature_4,15,5430,0,False
U-523e1c,S-7b7e04,A-7f8241,2024-04-23,2024-04-01,feature_26,8,2120,0,True
U-491e69,S-cd79c0,A-ccabf0,2024-05-07,2024-05-01,feature_28,7,1211,0,True
U-05780e,S-22365f,A-05f0e5,2023-10-20,2023-10-01,feature_4,12,1632,3,False
U-887925,S-a01aad,A-5f7781,2024-11-14,2024-11-01,feature_13,7,3913,0,False
U-e8d7f1,S-138c41,A-00cac8,2024-12-12,2024-12-01,feature_2,15,4680,1,True
U-1bb74d,S-fa5301,A-ba6516,2024-09-17,2024-09-01,feature_24,14,5572,0,False
U-8db3a7,S-96a469,A-e693b6,2024-07-17,2024-07-01,feature_37,8,1096,0,True
U-a49304,S-bc66af,A-157070,2024-05-29,2024-05-01,feature_28,16,5056,0,False
U-0654cd,S-5480a7,A-94d3da,2024-10-06,2024-10-01,feature_38,12,5064,0,False
U-c1da1c,S-d660d6,A-cab532,2024-11-14,2024-11-01,feature_11,4,724,2,False
U-161a18,S-60890c,A-ff3c73,2023-10-25,2023-10-01,feature_36,8,4512,0,False
U-9eb2e7,S-8ba96c,A-f6b2fb,2024-08-19,2024-08-01,feature_13,14,2030,1,False
U-71f0b5,S-4c9107,A-9208f0,2024-11-09,2024-11-01,feature_31,15,1395,4,True
U-160788,S-da3b68,A-5c046d,2024-12-05,2024-12-01,feature_8,11,2134,0,False
U-26fa4b,S-491d53,A-3cc791,2024-07-01,2024-07-01,feature_38,6,2352,1,False
U-efc0be,S-c3d2f9,A-1d5444,2024-04-11,2024-04-01,feature_19,9,5004,0,True
U-064e38,S-0b80b4,A-659280,2024-04-23,2024-04-01,feature_19,17,1700,0,False
U-29dbf5,S-f5efe4,A-313be3,2024-03-20,2024-03-01,feature_32,10,5800,0,False
U-4b8f18,S-f6f308,A-3793ee,2024-11-27,2024-11-01,feature_36,7,1232,0,False
U-b52dc4,S-9c47f6,A-5b1bcd,2024-06-21,2024-06-01,feature_1,7,1211,0,False
U-45c66a,S-dfd629,A-7da956,2024-08-25,2024-08-01,feature_23,8,2768,0,False
U-88754a,S-60ea07,A-3be56b,2024-08-22,2024-08-01,feature_25,9,2250,0,False
U-55d3fc,S-535bd1,A-d792a6,2024-01-24,2024-01-01,feature_11,14,8092,3,False
U-b04b36,S-64d514,A-65aeb5,2024-09-16,2024-09-01,feature_37,6,1002,1,False
U-b40344,S-3092cb,A-6a4e2d,2024-07-17,2024-07-01,feature_2,8,1264,0,False
U-7da476,S-ab7022,A-7df7a7,2023-04-01,2023-04-01,feature_18,7,2954,0,False
U-545aec,S-0a8200,A-5b1bcd,2024-11-02,2024-11-01,feature_27,14,5880,0,False
U-8ed51a,S-02b3a1,A-e6afc1,2023-08-27,2023-08-01,feature_33,7,2982,0,False
U-a41b11,S-0d497d,A-432483,2024-02-12,2024-02-01,feature_17,9,4293,3,False
U-dde8f6,S-7e8699,A-e89151,2024-12-29,2024-12-01,feature_17,13,5434,0,False
U-b400fe,S-61a87e,A-91e948,2024-09-12,2024-09-01,feature_7,19,7543,0,False
U-aa6523,S-2daa17,A-c62e55,2024-12-12,2024-12-01,feature_39,9,1593,0,False
U-17d802,S-148506,A-3a5ad8,2024-08-10,2024-08-01,feature_7,12,1776,6,False
U-19cee4,S-fa9b43,A-10b8f2,2024-02-14,2024-02-01,feature_8,9,5319,0,False
U-3e6dcc,S-ba672b,A-1b9609,2024-10-21,2024-10-01,feature_29,15,3615,0,False
U-886009,S-67c2c9,A-396e5f,2024-12-14,2024-12-01,feature_6,15,6870,1,False
U-cf21a5,S-2d3434,A-425e76,2024-08-23,2024-08-01,feature_20,8,312,1,False
U-e3338f,S-2574a3,A-40de06,2024-12-08,2024-12-01,feature_21,11,2101,2,False
U-8dd0e2,S-52119f,A-02fac6,2024-10-29,2024-10-01,feature_39,14,6510,0,False
U-687b1a,S-1f15a2,A-7f4db3,2024-12-02,2024-12-01,feature_16,15,150,0,False
U-4ca61a,S-a61485,A-d922bf,2024-03-11,2024-03-01,feature_36,9,1269,0,True
U-c63d01,S-ddad91,A-40906c,2024-08-31,2024-08-01,feature_33,16,8496,0,False
U-f959b5,S-2877e6,A-95b24a,2024-10-24,2024-10-01,feature_38,4,1140,0,False
U-18a601,S-4d8a27,A-977ca0,2024-08-24,2024-08-01,feature_38,12,192,0,False
U-1e383f,S-124207,A-fdfc91,2024-11-19,2024-11-01,feature_11,10,1780,0,False
U-3addb2,S-bf4ec8,A-7a0d69,2024-09-04,2024-09-01,feature_36,11,1584,2,False
U-391d19,S-c89bff,A-68f37c,2024-07-09,2024-07-01,feature_21,10,1560,2,False
U-d77660,S-b8fcc5,A-dbc825,2024-09-20,2024-09-01,feature_2,9,1017,0,False
U-6c97ac,S-a0f5ac,A-e7a1e2,2024-12-02,2024-12-01,feature_29,14,7812,0,False
U-4b9c68,S-01fa46,A-6f50ae,2024-10-05,2024-10-01,feature_32,11,891,1,False
U-063179,S-6522e4,A-9f0b68,2024-11-20,2024-11-01,feature_40,11,3696,0,False
U-772748,S-ee30bb,A-526d93,2024-11-18,2024-11-01,feature_32,14,798,0,False
U-2d510f,S-0921a1,A-ee42db,2024-04-23,2024-04-01,feature_6,7,630,0,False
U-00fdf2,S-154918,A-c1dfe1,2024-09-27,2024-09-01,feature_22,6,1602,4,False
U-958c55,S-482e5b,A-427b69,2024-12-27,2024-12-01,feature_8,8,1248,0,False
U-f5bf2d,S-ba7f2a,A-417d2f,2024-10-31,2024-10-01,feature_25,9,3942,1,False
U-cc5847,S-6717d6,A-84ebe4,2024-07-13,2024-07-01,feature_4,6,744,1,False
U-6c4e82,S-4920e0,A-52dd88,2024-01-11,2024-01-01,feature_39,13,3471,0,False
U-2ba36b,S-b33593,A-7641d3,2024-08-31,2024-08-01,feature_14,4,136,0,False
U-a986e9,S-23a6c5,A-dfbd31,2024-09-23,2024-09-01,feature_18,8,440,0,False
U-77912f,S-fee9c9,A-779e4e,2024-07-02,2024-07-01,feature_14,6,1182,0,True
U-7a8f1a,S-2565f0,A-6a4e2d,2024-09-30,2024-09-01,feature_25,10,3830,0,False
U-4d47e1,S-7cc0ec,A-a6d261,2024-02-25,2024-02-01,feature_34,6,3396,0,False
U-ca40b3,S-5879cf,A-a09355,2024-10-04,2024-10-01,feature_34,10,1280,0,False
U-9080be,S-3092cb,A-6a4e2d,2024-03-30,2024-03-01,feature_27,10,3280,0,False
U-534d6c,S-39e88c,A-3b37d9,2024-11-06,2024-11-01,feature_17,18,594,0,False
U-63aa22,S-2186ea,A-dbc825,2024-10-26,2024-10-01,feature_24,7,1071,2,False
U-a3e386,S-62f048,A-c45b23,2024-03-07,2024-03-01,feature_23,8,2056,0,False
U-6bb057,S-f29976,A-977ca0,2024-09-21,2024-09-01,feature_30,10,2270,0,False
U-a6bd66,S-fbee8e,A-8ed5dd,2024-12-19,2024-12-01,feature_10,7,1869,1,False
U-63c6a3,S-b57dcd,A-e5d6ab,2023-07-06,2023-07-01,feature_1,8,2008,0,False
U-4b029e,S-d302e2,A-bd4708,2024-10-23,2024-10-01,feature_15,10,3710,0,False
U-ca5d9c,S-0c0691,A-19b2c8,2024-12-03,2024-12-01,feature_7,9,4734,0,False
U-961078,S-0f3df6,A-68f37c,2024-01-08,2024-01-01,feature_34,10,4830,0,False
U-88e47e,S-1876fb,A-4f18f0,2024-12-10,2024-12-01,feature_13,8,2416,0,False
U-84dd0b,S-0fc73c,A-9affe6,2024-12-31,2024-12-01,feature_5,10,3160,1,False
U-531d9d,S-92d873,A-e83938,2024-12-15,2024-12-01,feature_22,9,3411,0,False
U-eafb0b,S-0d497d,A-432483,2024-04-05,2024-04-01,feature_6,13,5421,0,False
U-b732ad,S-33deb8,A-427b69,2024-12-11,2024-12-01,feature_23,10,910,0,False
U-3d1be9,S-0bdf55,A-7dacce,2024-09-29,2024-09-01,feature_40,10,4670,1,False
U-cbce72,S-0a01c5,A-e888d1,2024-10-07,2024-10-01,feature_17,7,931,3,False
U-dbc1a4,S-40adae,A-8145a0,2024-12-11,2024-12-01,feature_16,14,1134,0,False
U-bafe0a,S-804965,A-157070,2024-09-03,2024-09-01,feature_23,10,2200,0,False
U-e9f846,S-775a4f,A-7c83a1,2024-12-03,2024-12-01,feature_12,11,1573,0,False
U-6eb0a0,S-b4d224,A-4c6f11,2024-12-23,2024-12-01,feature_34,12,2880,0,False
U-053948,S-c59b3b,A-781cc0,2024-12-28,2024-12-01,feature_28,14,5180,0,False
U-4ba689,S-12ca50,A-425e76,2023-09-23,2023-09-01,feature_30,12,3264,2,False
U-c8ccc5,S-d914d8,A-ee42db,2024-12-21,2024-12-01,feature_5,6,498,0,False
U-963ea2,S-16b6dc,A-794a0b,2024-11-26,2024-11-01,feature_18,12,7092,0,False
U-e971ef,S-ab7022,A-7df7a7,2023-05-16,2023-05-01,feature_25,10,610,0,False
U-adea6b,S-d6cffe,A-e7a1e2,2024-11-10,2024-11-01,feature_26,10,1230,0,False
U-b2adb7,S-9b8167,A-054577,2024-05-29,2024-05-01,feature_22,10,4090,0,False
U-77152d,S-89c6dc,A-55f257,2024-07-11,2024-07-01,feature_17,8,2672,1,False
U-d037c2,S-36f84f,A-e08cd3,2024-12-30,2024-12-01,feature_3,8,1384,1,False
U-f6c1aa,S-12f05a,A-b9f5b1,2024-08-29,2024-08-01,feature_29,8,408,0,False
U-72c414,S-b37d03,A-019782,2024-04-04,2024-04-01,feature_19,11,726,0,True
U-97b298,S-5895f0,A-bcf664,2024-11-13,2024-11-01,feature_1,9,4473,0,False
U-734613,S-c284ce,A-0f3e88,2024-11-12,2024-11-01,feature_39,8,2904,0,True
U-b33e2b,S-909612,A-151c9a,2024-05-01,2024-05-01,feature_22,16,7200,0,False
U-000256,S-627697,A-977ca0,2023-05-03,2023-05-01,feature_5,12,3252,0,False
U-47c8ec,S-691d69,A-cea1f0,2024-12-15,2024-12-01,feature_32,8,1512,0,False
U-642198,S-772ef0,A-c7ffc2,2024-08-15,2024-08-01,feature_37,9,1881,0,False
U-87e921,S-c67b80,A-eb2fdc,2024-04-16,2024-04-01,feature_11,4,2052,2,False
U-671bde,S-5818be,A-692f18,2024-12-23,2024-12-01,feature_9,13,442,1,False
U-39b4a3,S-d02277,A-05f0e5,2024-11-05,2024-11-01,feature_23,8,472,0,False
U-678482,S-39b850,A-297a2d,2024-10-27,2024-10-01,feature_40,10,3050,0,True
U-0ca239,S-127d0b,A-1e50e0,2024-06-20,2024-06-01,feature_19,7,133,4,True
U-517a4a,S-15d2d2,A-96bbc6,2024-12-16,2024-12-01,feature_31,6,2508,0,False
U-a16215,S-81b6ee,A-e1b9cd,2024-05-28,2024-05-01,feature_20,13,1898,0,False
U-9b81fc,S-1c3522,A-075038,2024-10-30,2024-10-01,feature_8,8,808,0,False
U-7d1299,S-f3138f,A-3b5cd1,2024-11-04,2024-11-01,feature_36,13,7020,0,False
U-77f45c,S-078c2b,A-354f12,2024-12-11,2024-12-01,feature_8,7,1953,1,False
U-4b6b04,S-b3f236,A-712533,2024-11-13,2024-11-01,feature_5,6,1686,0,False
U-35296d,S-6904e6,A-39b19f,2023-11-17,2023-11-01,feature_31,11,6457,0,False
U-d89eba,S-519509,A-1ac5e0,2024-12-11,2024-12-01,feature_35,7,1134,2,False
U-1df150,S-4afb53,A-40de06,2024-05-25,2024-05-01,feature_3,10,1890,0,False
U-0b5253,S-1ac1b4,A-ac14bb,2024-01-31,2024-01-01,feature_40,9,1035,1,False
U-9a7f8c,S-57019e,A-ad296b,2024-11-08,2024-11-01,feature_19,7,2891,1,True
U-cda0d9,S-ab2b5b,A-bbe56f,2024-03-22,2024-03-01,feature_39,13,1807,0,True
U-8ad987,S-59dc4b,A-f17767,2024-05-10,2024-05-01,feature_12,8,4720,0,False
U-b3ede7,S-263c1e,A-a8b49c,2024-03-26,2024-03-01,feature_24,13,676,1,False
U-717cce,S-491caf,A-6f50ae,2024-06-09,2024-06-01,feature_21,13,5239,0,False
U-afc0cf,S-973625,A-794a0b,2024-05-28,2024-05-01,feature_3,9,1314,0,False
U-d3e6ea,S-0b7eba,A-7f4db3,2024-12-09,2024-12-01,feature_9,13,5096,0,False
U-880dd5,S-59f6b6,A-dec005,2024-12-02,2024-12-01,feature_19,13,6149,0,False
U-147af7,S-6bea24,A-3f9cc0,2024-07-06,2024-07-01,feature_9,9,2340,0,False
U-4e0abb,S-427275,A-4c38bc,2024-11-29,2024-11-01,feature_12,11,5368,1,True
U-5fe3d7,S-bfdb45,A-cb6cc6,2024-10-08,2024-10-01,feature_21,8,1696,0,False
U-c3ea04,S-da0a69,A-49b828,2024-09-16,2024-09-01,feature_10,15,2355,2,False
U-c2b14a,S-31e347,A-cb6cc6,2024-05-21,2024-05-01,feature_10,12,2820,0,False
U-6d8393,S-e78857,A-432483,2024-07-10,2024-07-01,feature_38,16,4512,1,False
U-39cd2c,S-f40285,A-bb1eaa,2024-11-16,2024-11-01,feature_11,10,1730,2,False
U-bd058e,S-79c82e,A-40906c,2024-12-03,2024-12-01,feature_13,14,1876,1,True
U-9bf25f,S-ec690c,A-328bd0,2024-06-05,2024-06-01,feature_26,13,2678,2,False
U-53ae6c,S-302856,A-e1b9cd,2023-09-24,2023-09-01,feature_23,15,5550,0,False
U-7af492,S-8bab7f,A-72799b,2024-06-12,2024-06-01,feature_40,6,3054,0,True
U-815c71,S-0144ac,A-5a215a,2024-09-20,2024-09-01,feature_29,6,1260,0,False
U-e3d4ee,S-6762fa,A-40a557,2024-10-25,2024-10-01,feature_36,7,1799,0,False
U-d420df,S-1f15a2,A-7f4db3,2024-03-28,2024-03-01,feature_32,5,500,0,True
U-98ad67,S-6c877e,A-712533,2024-01-24,2024-01-01,feature_7,11,1947,0,False
U-049bf4,S-40d3aa,A-9badbd,2024-09-20,2024-09-01,feature_23,9,1503,0,True
U-2513b0,S-1d081a,A-ad3abd,2024-03-12,2024-03-01,feature_8,11,5115,0,False
U-054309,S-9714fa,A-158f4e,2024-05-02,2024-05-01,feature_2,10,700,0,False
U-37f9c9,S-b4b400,A-35083d,2024-12-11,2024-12-01,feature_26,7,3290,0,False
U-b64f64,S-f8ee6e,A-ed510f,2024-09-12,2024-09-01,feature_33,13,7566,0,False
U-fdd234,S-b834a9,A-dcc3f1,2024-12-24,2024-12-01,feature_21,10,230,0,False
U-56a070,S-969c1d,A-5b4ebb,2024-09-23,2024-09-01,feature_13,10,610,0,False
U-7ad1a6,S-e36786,A-5b1bcd,2024-12-29,2024-12-01,feature_37,12,4596,1,False
U-618dc5,S-8cfa7f,A-d922bf,2024-10-19,2024-10-01,feature_38,6,846,0,False
U-e9b734,S-6676fa,A-7df7a7,2024-06-21,2024-06-01,feature_3,7,1057,1,False
U-253cde,S-c317f9,A-86902e,2024-03-05,2024-03-01,feature_12,14,504,0,False
U-931014,S-c89bff,A-68f37c,2024-12-16,2024-12-01,feature_40,4,2220,0,False
U-700356,S-cfca40,A-7d514c,2024-05-30,2024-05-01,feature_20,14,2576,0,False
U-c94d18,S-7dab19,A-de58ca,2024-07-09,2024-07-01,feature_11,5,2160,0,False
U-947c15,S-62f048,A-c45b23,2024-10-31,2024-10-01,feature_37,14,7364,0,True
U-474761,S-a70baa,A-883b7d,2024-12-20,2024-12-01,feature_20,9,3672,0,False
U-86c7d2,S-80af85,A-2edab2,2024-10-15,2024-10-01,feature_29,8,2384,0,False
U-dbd45f,S-1a20b6,A-1e6fc3,2024-05-31,2024-05-01,feature_32,13,1313,0,False
U-f477f2,S-f4b648,A-8ae05d,2024-12-20,2024-12-01,feature_31,13,7254,0,False
U-20ab1b,S-dbee03,A-49b828,2024-05-21,2024-05-01,feature_39,4,732,0,False
U-69736d,S-6e0562,A-9bfc9f,2024-04-11,2024-04-01,feature_20,9,261,1,False
U-9cdf93,S-700923,A-bcf664,2024-08-05,2024-08-01,feature_37,6,1632,1,False
U-a38240,S-679c73,A-271f46,2024-04-28,2024-04-01,feature_28,14,7686,2,False
U-f6bfb5,S-f0d2fd,A-19b2c8,2024-07-28,2024-07-01,feature_9,6,1974,2,False
U-ec1beb,S-e7f571,A-9affe6,2023-07-29,2023-07-01,feature_2,9,5058,2,False
U-5cd3c2,S-dc90ef,A-bcf87c,2024-07-30,2024-07-01,feature_5,11,6138,3,True
U-4e19be,S-d3613b,A-6f50ae,2024-09-21,2024-09-01,feature_40,15,3390,0,False
U-1fcb21,S-42d724,A-7a0d69,2024-08-06,2024-08-01,feature_17,15,675,0,False
U-d91fda,S-83f2e5,A-e1462e,2024-02-17,2024-02-01,feature_35,10,3010,0,False
U-32e5eb,S-868325,A-ac85cd,2024-10-11,2024-10-01,feature_38,15,3360,0,False
U-789bbb,S-593787,A-9ee962,2024-12-25,2024-12-01,feature_39,11,5390,0,True
U-32505d,S-400e62,A-0f3e88,2024-09-23,2024-09-01,feature_16,11,1375,0,False
U-777c92,S-a36a36,A-4ef964,2024-09-25,2024-09-01,feature_25,7,3199,5,False
U-92ff28,S-2d5c04,A-503d5a,2024-06-16,2024-06-01,feature_13,11,6402,2,False
U-77ee53,S-f2537d,A-e43bf7,2024-03-30,2024-03-01,feature_21,11,957,3,False
U-bf1b74,S-45c2cf,A-7920cc,2024-09-28,2024-09-01,feature_20,9,162,0,False
U-773f32,S-aef0c5,A-e1b9cd,2024-12-12,2024-12-01,feature_38,13,572,0,False
U-845162,S-8d2824,A-417d2f,2024-09-24,2024-09-01,feature_8,10,5160,1,False
U-bd4a1a,S-e5efce,A-cea1f0,2024-09-01,2024-09-01,feature_6,9,3375,0,False
U-4e5261,S-de5d6e,A-e36807,2024-10-16,2024-10-01,feature_18,4,2356,1,False
U-2e0f25,S-3bdedd,A-378b99,2024-12-31,2024-12-01,feature_26,14,546,0,True
U-cdd79d,S-50aaaa,A-af0cd2,2023-03-07,2023-03-01,feature_6,6,3024,0,True
U-ce76dd,S-37a280,A-40906c,2024-06-07,2024-06-01,feature_26,13,2574,1,False
U-8520f2,S-628842,A-6f8ad2,2024-09-28,2024-09-01,feature_16,5,2790,2,False
U-a99779,S-e23fd8,A-cc98bc,2023-12-25,2023-12-01,feature_35,9,2376,0,False
U-1e45f4,S-008cab,A-202b67,2024-06-07,2024-06-01,feature_6,11,4851,0,False
U-f055f8,S-a68f4f,A-2ebb4b,2024-01-12,2024-01-01,feature_9,14,6524,0,True
